city,mean_absolute_error,mean_squared_error,r_squared
Alfonso,2.34558928542018,50.011529655038956,0.9990517634233476
Carmona,1.627002748246418,27.329297065766585,0.9994263222973827
Amadeo,2.87296697210615,92.77311715652603,0.9979532454656365
Bacoor,1.4094993693903355,26.896379708828135,0.9993938385751003
Cavite City,2.0692534857993494,35.836144808126186,0.9992781420129868
Dasmariñas,1.397172287974724,24.86269157300601,0.9994960829656339
General Mariano Alvarez,2.6295765988604125,65.46499005709482,0.9988580044867353
General Trias,2.2881918719826517,56.87013752731675,0.9988147385556339
Imus,1.426812764537252,25.932093568389273,0.9994135605909983
Indang,2.416079618534738,59.812324842715356,0.9989374267586263
Kawit,1.413124824490379,24.980506971573593,0.9994377886468386
Magallanes,2.5202003960772386,57.481662511368405,0.9990379453229083
Maragondon,1.2810103421405752,23.843087967860026,0.9995284005671892
Mendez,2.28768580799783,42.09639234704995,0.999140075717659
Naic,2.281693838692439,45.49240904842792,0.9990324397432908
Noveleta,1.394705655051483,26.255924278589976,0.9994078661092449
Rosario,2.3391293728162728,45.47691787736692,0.9991717356419632
Silang,1.5947484791675473,30.50501139175376,0.9993324888244562
Tagaytay,1.8874267961554634,31.660067698867138,0.99926100952394
Tanza,2.9073567097400357,77.03520840234232,0.9985962518361494
Ternate,1.313005904319952,25.28405443954111,0.9995030994379577
Trece Martires,2.928171662896346,71.77602535606351,0.9987803385877414
