city,mean_absolute_error,mean_squared_error,r_squared
Amadeo,1.307448699292778,34.839305428854615,0.9986976365145086
Alfonso,1.5660378974061493,49.48935715450909,0.9986765876654344
Carmona,2.4491795088947,89.66880048472767,0.9977497602872678
Bacoor,1.7785224902054761,41.41686090628339,0.9988827285314937
Cavite City,1.329702491872843,21.275049029688166,0.9993487184583497
Dasmariñas,1.1398989799029244,19.531563522579063,0.999533453845613
General Mariano Alvarez,1.6842644591093616,46.437299992843364,0.9988288638661003
General Trias,1.9185431799015071,69.78776817849942,0.9982757398146321
Imus,1.857220279277911,44.79418004856812,0.9987875699413273
Indang,2.226487727904402,87.60792088504573,0.99778903090044
Kawit,1.7911690191133638,41.747582288838515,0.9988753128382741
Magallanes,2.3652037692599204,88.20559031381462,0.997952716522486
Maragondon,1.4968371694559377,17.75192313926607,0.9994786021195702
Mendez,1.73789054046332,52.81767725734858,0.998483091850986
Naic,2.7090401200497447,74.07035858782976,0.9981668354067857
Noveleta,1.787078706205783,41.659572946523625,0.9988754287596909
Rosario,1.7785224902054761,41.41686090628339,0.9988827285314937
Silang,2.259649863079379,62.21353451388188,0.9983988506940218
Tagaytay,2.0557027640421324,51.043540496887815,0.9983059904641663
Tanza,1.3023048855104276,25.823916948106035,0.9993168161133154
Ternate,0.8620039049116418,8.453232295250551,0.9997532715203277
Trece Martires,1.6062366111990882,44.546116486000585,0.9989179654015632
