city,mean_absolute_error,mean_squared_error,r_squared
Alfonso,0.8837550508026492,50.493976936423934,0.9914015189312574
Carmona,0.20436962732359168,1.6221044852591717,0.9997106373917413
Amadeo,0.12252883223005384,0.36539433210913447,0.9999316446889085
Bacoor,0.1455194379100251,0.1938467298175852,0.9999632215801292
Cavite City,0.4531059705503941,12.863884030943476,0.9971959679631703
Dasmariñas,0.37978748459341877,7.484227378526279,0.9988115582142665
General Mariano Alvarez,0.36372964813701275,7.283026071116095,0.998781065461846
General Trias,0.5839971390984912,16.87195015167647,0.9973041826927725
Imus,0.14567459919766435,0.18391724110322424,0.9999649922396707
Indang,0.41161975580621457,9.438322529169232,0.9983982532557724
Kawit,0.14286249686566527,0.1983806660787252,0.9999624100961632
Magallanes,0.6164549236685762,21.664770000247028,0.9967657514876718
Maragondon,0.13504737587796892,0.33771274249497274,0.9999315295066328
Mendez,0.8071447355829345,42.446167666324776,0.9922516455829111
Naic,0.4511434435523165,9.492829547132521,0.9982889358220117
Noveleta,0.14420569578687217,0.19526637088573545,0.9999629282348377
Rosario,0.1455194379100251,0.1938467298175852,0.9999632215801292
Silang,0.10630150131078324,0.13584565801502335,0.9999768631404201
Tagaytay,0.20381396985298475,1.9517282055155973,0.9995696206660508
Tanza,0.1720606417257046,0.6599805108130035,0.9998684714394245
Ternate,0.16346049155586342,0.3476068946484756,0.9999299633066128
Trece Martires,0.38893177605302176,7.72789862276594,0.9988350563771481
