city,mean_absolute_error,mean_squared_error,r_squared
Alfonso,0.7342092616875981,11.829824937916408,0.9992673467662554
Carmona,1.0194395606184081,23.214273450777412,0.9986294275698363
Amadeo,0.4920242830635333,4.76744721234928,0.9996859260364218
Bacoor,0.9083387962777627,21.78557695320707,0.9986404151282121
Cavite City,0.47685255465211424,8.155143789154755,0.9994374944669698
General Mariano Alvarez,0.6988723553457199,10.893663746865968,0.9993546656890211
Dasmariñas,0.8609669143660231,21.536071310439315,0.9987926227896632
General Trias,1.2598891065004414,46.29454051563448,0.9973050322584606
Imus,0.8941978389305677,20.56391735714789,0.9987123238990235
Indang,0.6232098019344054,4.9973091043421,0.9997018886670941
Kawit,0.9150115183312052,23.233278447826507,0.9985520198617388
Magallanes,0.9764115385006041,26.375192853159355,0.9986254220664595
Maragondon,0.4420570921114252,4.951112313600982,0.9996836790375889
Mendez,0.7413626733962597,11.992805489368685,0.9992012602669391
Naic,1.0071825168396045,18.878920462954415,0.9988921662429071
Noveleta,0.9082422654959417,21.62944040933045,0.9986492494110194
Rosario,0.9083387962777627,21.78557695320707,0.9986404151282121
Silang,0.5525746013403512,5.885830320618795,0.9996464048442923
Tagaytay,0.6578917881341011,20.55750998215902,0.998387730579026
Tanza,1.151973444757571,41.45604462011052,0.9974730548209967
Ternate,0.48974025778367736,3.765783824908187,0.9997609074044077
Trece Martires,0.8970494141358093,20.203929658806636,0.9988429932717282
