city,mean_absolute_error,mean_squared_error,r_squared
Carmona,2.8323756906919946,115.08322575101948,0.9966648414420036
Alfonso,2.8903659581835104,122.41679983774569,0.9962149412020784
Bacoor,1.5545055157239904,76.28725018416728,0.9974673454518003
Amadeo,2.6780142159269724,83.55136088102583,0.9972432233742424
Cavite City,2.053338486596348,70.87813411446822,0.9975818446380852
Dasmariñas,1.4000285117989562,45.36417334151814,0.9987477875037174
General Mariano Alvarez,1.3715368433118769,44.97850679490667,0.9986902270723781
General Trias,1.5749915668668388,45.844219383557785,0.9986179527307643
Imus,1.5736307644114211,78.04022165388983,0.9974005469142627
Indang,2.292931765235085,60.75655023028061,0.9981809987586038
Kawit,1.5501308048075952,76.52208334576507,0.9974629134003625
Magallanes,3.809301876430379,169.61840987012388,0.9955471931574126
Maragondon,3.1106410379098413,126.59180036806818,0.9958898913984474
Mendez,2.566454452167855,102.21554995058497,0.9966066433438092
Naic,3.549601889810333,217.35657251119105,0.9935454524532462
Noveleta,1.4202743224150718,64.14336475750302,0.9978690976858682
Rosario,1.5545055157239904,76.28725018416728,0.9974673454518003
Silang,2.658511610331268,87.51259703206144,0.9973461049360653
Tagaytay,2.7144916246721253,81.93463329055024,0.9967871817363887
Tanza,2.7817824107461675,136.04434111762586,0.995559671842155
Ternate,3.0987549504343064,126.75486595674785,0.9959102367842448
Trece Martires,1.1831476009762167,18.48245243486611,0.9994644661991171
