city,mean_absolute_error,mean_squared_error,r_squared
Amadeo,1.3100698758507714,23.96314855409712,0.9992429119897748
Alfonso,2.0352553515101457,50.4461619544973,0.9989624408821041
Carmona,2.2189193582803766,53.86538931255753,0.9989943144001737
Bacoor,1.4607068716952565,18.446252760334705,0.999620297395863
Cavite City,2.020347369287771,34.221453686006264,0.9992247868348941
Dasmariñas,2.0470636020526123,52.02179749836541,0.9990689220616412
General Mariano Alvarez,1.9947956726625773,49.6316273795156,0.9990617773322115
General Trias,2.076282301841585,39.927093750589556,0.9992477330835742
Imus,1.3521709078171602,18.087665574859532,0.9996264176164181
Indang,2.1633635839664884,57.448551411902336,0.9988764838292155
Magallanes,2.774834652516917,82.59104595475637,0.9985511487878885
Kawit,1.330878746834764,17.116049185596392,0.9996481545516611
Maragondon,1.8375242529889038,38.05663483368389,0.9991818730964531
Mendez,1.7632763486108023,28.287878425695144,0.9993744316557875
Naic,3.1748123642971415,101.5890165962454,0.9980770615289711
Noveleta,1.455997465500463,18.513244888910794,0.9996186606798861
Rosario,1.4607068716952565,18.446252760334705,0.999620297395863
Silang,2.172998596653161,41.708140189142036,0.9991807646574503
Tagaytay,2.16530728570301,41.23236455940677,0.9989399492761147
Tanza,2.6597664898430358,60.43256517555538,0.9987688510361172
Ternate,2.0276524454193634,42.5207193893406,0.9990916594308388
Trece Martires,2.2812075889693135,52.29281171211173,0.9990349240927806
