city,mean_absolute_error,mean_squared_error,r_squared
Carmona (Before Validation),1.9791647660408274,108.79483664853699,0.9956194275958549
Alfonso (Before Validation),1.0000305508118323,30.24572570868347,0.9988000446506436
Bacoor (Before Validation),0.9176713964754417,31.101314506282986,0.998667623385555
Amadeo (Before Validation),0.4046610945740807,6.244344766400093,0.999483138753814
Cavite City (Before Validation),0.9378439011421167,16.226920651513534,0.9992875337299898
Dasmariñas (Before Validation),0.9202789267175254,19.221771074662716,0.9992766036770077
General Mariano Alvarez (Before Validation),0.8628122981770252,20.09150454105646,0.9992017756457418
General Trias (Before Validation),1.3237136217811647,47.00861285197028,0.9981480417572893
Imus (Before Validation),0.917042630510798,31.503733211098524,0.9986458835693147
Indang (Before Validation),0.971364924428688,21.835148604818887,0.9991477556213494
Magallanes (Before Validation),1.6512097613045007,58.85934611209746,0.9980434389732105
Kawit (Before Validation),0.9836810201211778,34.839552089994704,0.9985094628613952
Maragondon (Before Validation),1.1700585237654568,27.28627939615277,0.9988801405339722
Mendez (Before Validation),0.9602302387021745,29.877137299597727,0.9987277812292019
Naic (Before Validation),1.4486516305630452,39.96381643229266,0.9984820225262337
Noveleta (Before Validation),0.9193644115896328,31.09827085296565,0.9986668667069841
Rosario (Before Validation),0.9176713964754417,31.101314506282986,0.998667623385555
Silang (Before Validation),1.3297245847351402,36.96464266076036,0.9985520425842973
Tagaytay (Before Validation),1.3157984627699584,29.850217465752614,0.9984980722074551
Tanza (Before Validation),0.9012507982513108,18.0926923892791,0.9992499448758642
Ternate (Before Validation),1.175446039778371,27.32008766632658,0.9988856847431632
Trece Martires (Before Validation),1.0641384032166337,22.552572357548577,0.9991635783853804
