city,mean_absolute_error,mean_squared_error,r_squared
Amadeo (Before Validation),1.2541578663414839,21.415944192954093,0.999391271798004
Alfonso (Before Validation),2.3786726876711968,82.35901359050305,0.9981769830299547
Carmona (Before Validation),1.9310490821737343,45.86410692881184,0.9990710076346291
Bacoor (Before Validation),2.0165396795803163,47.547243920662446,0.9989538176673936
Cavite City (Before Validation),1.726771326271231,31.516359368492363,0.9992189861565725
Dasmariñas (Before Validation),2.567097385936627,87.3987976657318,0.9983111926395832
General Mariano Alvarez (Before Validation),2.7631263644666797,92.33027959775843,0.998115463081101
General Trias (Before Validation),2.04196486468928,63.80823963683185,0.998718480148133
Imus (Before Validation),2.016351264047513,47.53785134862592,0.9989504724480289
Indang (Before Validation),1.8267554625003557,46.09985429902959,0.9990232371943143
Magallanes (Before Validation),2.230802791597437,54.31502812247256,0.9989689854924558
Kawit (Before Validation),1.996233375361881,46.73474325814839,0.9989730876412296
Maragondon (Before Validation),1.7484661645742485,47.169251811197796,0.9988873769379648
Mendez (Before Validation),2.3258609016276974,80.06673296551294,0.9980937340571935
Naic (Before Validation),2.140780105712405,66.20680109599057,0.9986398086281698
Noveleta (Before Validation),2.0153241525751806,47.55540429780942,0.9989529285982198
Rosario (Before Validation),2.0165396795803163,47.547243920662446,0.9989538176673936
Silang (Before Validation),2.268569247377948,67.81861941450275,0.9985680538310459
Tagaytay (Before Validation),1.9586498171580609,43.00141503083602,0.9987856364361327
Tanza (Before Validation),2.11420805371528,61.06337674542975,0.9986674622502083
Ternate (Before Validation),1.7469498831106898,47.21714326881981,0.9988933135314291
Trece Martires (Before Validation),2.1766709542474993,55.25499303439178,0.9989083805469828
