city,mean_absolute_error,mean_squared_error,r_squared
Alfonso (Before Validation),2.919972868465303,140.59251009133928,0.996846381501335
Amadeo (Before Validation),2.1262235830864964,68.9198537696904,0.9984226527583213
Carmona (Before Validation),1.731036597586234,42.19165828065445,0.999059717952608
Bacoor (Before Validation),1.6741041098080158,38.728919970200145,0.9990769437705161
Cavite City (Before Validation),1.493664372649918,23.963541737875815,0.999383595381806
Dasmariñas (Before Validation),2.002121239835498,51.648638826145906,0.9989206278106185
General Mariano Alvarez (Before Validation),1.9146385750550112,47.1314544523705,0.9989606126567037
General Trias (Before Validation),1.484381628754113,31.273140424283195,0.9993202867157432
Imus (Before Validation),1.663187252718467,40.22928808221093,0.9990379809939797
Indang (Before Validation),2.7525025876573697,101.98010803765979,0.99778557113778
Kawit (Before Validation),1.6775555109056421,38.88823683474026,0.999074381625075
Magallanes (Before Validation),2.075730426754309,60.67086252528088,0.9988150480127299
Maragondon (Before Validation),1.6360107681804654,37.459519633826375,0.9990888087897319
Mendez (Before Validation),3.0598102630939095,147.59901654472196,0.996448001132809
Naic (Before Validation),2.076728902950445,51.85335936556144,0.998888716113023
Noveleta (Before Validation),1.677818849574614,38.68691304803869,0.9990773297791593
Rosario (Before Validation),1.6741041098080158,38.728919970200145,0.9990769437705161
Silang (Before Validation),2.504760382606702,87.25868600783974,0.9980874394662583
Tagaytay (Before Validation),2.266724913432954,65.24959682076185,0.9981195136253287
Tanza (Before Validation),1.7994651851823558,44.13920900524922,0.9989802869805424
Ternate (Before Validation),1.6479363039019905,38.09246480249923,0.9990791943794018
Trece Martires (Before Validation),2.0772319377404695,54.39596831594226,0.9988708377133774
