city,mean_absolute_error,mean_squared_error,r_squared
Alfonso (Before Validation),1.0556906843993015,54.34225692089954,0.9946822594136325
Bacoor (Before Validation),0.22869618486753962,1.9005583089896507,0.999772488691687
Carmona (Before Validation),0.7958211890644565,41.52289480833599,0.9954454556646356
Amadeo (Before Validation),0.09933138144013326,0.30175698579760124,0.9998989326560787
Cavite City (Before Validation),0.2558124411476196,1.9892281042701419,0.9997655274377917
Dasmariñas (Before Validation),0.325496846485889,4.989006828278923,0.9994936086728046
General Mariano Alvarez (Before Validation),0.373991526000695,5.095076492719325,0.9994554669173751
General Trias (Before Validation),0.2854778799827647,2.1500119742035144,0.9997682891184957
Imus (Before Validation),0.23047245966719088,1.8997325047395346,0.9997718499609721
Indang (Before Validation),0.7890865758329667,40.70206302277003,0.9959949153726795
Magallanes (Before Validation),0.12124129445165319,0.19618518517844571,0.9999834935884987
Kawit (Before Validation),0.22639194411822425,1.9055026458042366,0.9997721919082282
Maragondon (Before Validation),1.0534055383665715,51.863321964513666,0.9943302051602437
Mendez (Before Validation),1.0099963931024845,49.56901140356123,0.9948128792623372
Noveleta (Before Validation),0.2306429669416681,1.9028166495184011,0.999772070803234
Naic (Before Validation),0.7719970118046452,29.19703699641513,0.9970648365928145
Rosario (Before Validation),0.22869618486753962,1.9005583089896507,0.999772488691687
Silang (Before Validation),0.19536545720543672,1.5146954638962395,0.9998436442754819
Tagaytay (Before Validation),0.537333622293562,17.5634414179189,0.9977836368824821
Tanza (Before Validation),0.31188913777486216,3.610357686322234,0.9995870551940529
Ternate (Before Validation),1.0497597246938786,52.153275184529114,0.994333677932891
Trece Martires (Before Validation),0.3675328259228651,5.449119823682747,0.9994677998160765
