city,mean_absolute_error,mean_squared_error,r_squared
Alfonso (Before Validation),0.46278813251443196,7.673555040429884,0.9993767326284022
Amadeo (Before Validation),2.390064090971799,144.32913076201254,0.9942259013497616
Carmona (Before Validation),0.7414193028576364,21.592603053322804,0.9981437917925226
Bacoor (Before Validation),0.21521182255152624,1.060592571259657,0.9999026919276816
Cavite City (Before Validation),0.4231147767333657,6.280425860774301,0.999409247260107
General Mariano Alvarez (Before Validation),0.9610102879100928,37.39697852262619,0.9968666995620526
Dasmariñas (Before Validation),0.92180551750135,29.463145317490408,0.9976609653409569
General Trias (Before Validation),0.4669198889309982,6.371882716352162,0.9994733294560344
Imus (Before Validation),0.2129950701056803,1.050276162474531,0.9999033199116608
Kawit (Before Validation),0.2154595525769085,1.0583038694068827,0.9999030299440868
Indang (Before Validation),0.4656060823564576,11.8588910258192,0.9990701438499979
Magallanes (Before Validation),0.43077511503614085,7.386695367186943,0.9994885670364227
Maragondon (Before Validation),0.385293125651572,8.043052874393478,0.9993038687665481
Mendez (Before Validation),0.7339104323505367,19.434735744473983,0.9983065066993552
Naic (Before Validation),0.7042668854555354,24.431270523976288,0.9981017973945251
Noveleta (Before Validation),0.21038895051889486,1.0552500798803421,0.9999031181980277
Rosario (Before Validation),0.21521182255152624,1.060592571259657,0.9999026919276816
Silang (Before Validation),0.8858278562728374,49.61749581968446,0.9960603781398117
Tagaytay (Before Validation),0.7815455575740652,19.78893873183498,0.9980433973841264
Tanza (Before Validation),1.1938710870454643,50.24299101606636,0.9958248046928494
Ternate (Before Validation),0.38757572222849485,8.05281248122378,0.9993072721233489
Trece Martires (Before Validation),0.6662870525464761,18.39511821253331,0.9985727822896204
