city,mean_absolute_error,mean_squared_error,r_squared
Amadeo,0.6722641427523057,10.32428646913067,0.9995606701183539
Alfonso,0.9662890475772515,19.759305048082137,0.9990291161767315
Bacoor,1.1287700622021122,31.617008916841108,0.9984523138355118
Carmona,0.6796055033997939,8.061540158447592,0.999642939661053
Cavite City,1.0853103194047078,28.234166434029405,0.9984409481974085
Dasmariñas,0.5119471661662114,5.54606811037517,0.9997641259832228
General Mariano Alvarez,0.5709013088260956,6.022627262705722,0.9997294228818274
General Trias,0.8222980314170668,11.996523352529818,0.9994680947192738
Imus,1.1687206933008987,33.93003389519452,0.9983333966465437
Indang,0.6537625714176879,16.515711998628213,0.999218565253803
Kawit,1.136891246709449,32.547851846146855,0.9984089254387272
Magallanes,0.8014850673143293,15.954517144052364,0.999294865957466
Maragondon,0.4061443777068855,3.2293918951823013,0.9998227383664589
Mendez,0.7170298494112476,9.528068050597115,0.9994964650163427
Naic,0.5459041013935839,4.32794473344707,0.9997991359762006
Noveleta,1.1129500935814574,31.338931956458993,0.9984648759755632
Rosario,1.1287700622021122,31.617008916841108,0.9984523138355118
Silang,0.9487547856864492,17.014827773268134,0.9992019739709429
Tagaytay,0.7666217374550339,13.162720376420827,0.9991650843684072
Tanza,0.49648230557269085,3.3447545894327475,0.999833439539325
Ternate,0.40661893246808734,3.50888216403341,0.9998086334331827
Trece Martires,0.9065631473812881,17.135618613993135,0.99925323293381
