city,mean_absolute_error,mean_squared_error,r_squared
Amadeo,1.1447368806398464,16.17344347518502,0.9995481753370551
Bacoor,1.3636693709788357,17.811954855835005,0.9995769120092983
Alfonso,1.9665907736642296,40.39214447996573,0.999034194259998
Carmona,1.6848928682510338,41.584056334417504,0.9990621401564801
Cavite City,1.6743868776114785,32.74377248304078,0.9991335073085056
Dasmariñas,2.008981665740573,50.64005677514908,0.9989217781470037
General Mariano Alvarez,2.190378934778023,60.00546051632057,0.9986502620353634
General Trias,2.07586930694404,49.189927900769696,0.9989246980590868
Imus,1.3718809444255247,17.9178817100935,0.9995729577643303
Indang,1.4575055755018587,23.585347890985467,0.9994618546315859
Kawit,1.3367562316995456,19.88730821206494,0.9995282526951071
Magallanes,2.5294974830180927,81.51660329258995,0.9983266125473758
Maragondon,1.9181025319482228,40.68452560412679,0.9989954296241279
Mendez,1.981956397786125,42.232338148889035,0.99891416313351
Naic,1.5976175399058565,30.255841031115914,0.9993469996438054
Noveleta,1.2626230061819,16.49285692181231,0.9996079802717556
Rosario,1.3636693709788357,17.811954855835005,0.9995769120092983
Silang,1.9183946571017787,37.91266020319559,0.9991343631365678
Tagaytay,1.3897713454896845,25.89836405287313,0.9992292717500654
Tanza,1.8625790518345677,51.04154641118819,0.9988105426113666
Ternate,1.947571188783526,43.41785372327876,0.9989346558479232
Trece Martires,2.4335830065677384,61.20424771644627,0.9986962664222827
